pair,training_method,task,seed,from_prediction,to_prediction,count,rate,n
cot_sft,cot,rev_util_grounding_specificity,43,3,3,220,0.22,1000
cot_sft,cot,rev_util_grounding_specificity,43,3,4,9,0.009,1000
cot_sft,cot,rev_util_grounding_specificity,43,3,5,88,0.088,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,2,2,0.002,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,3,30,0.03,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,4,4,0.004,1000
cot_sft,cot,rev_util_grounding_specificity,43,4,5,16,0.016,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,3,17,0.017,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,43,5,5,366,0.366,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,1,8,0.008,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,3,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,1,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,1,32,0.032,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,2,15,0.015,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,3,100,0.1,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,4,1,0.001,1000
cot_sft,cot,rev_util_grounding_specificity,44,2,5,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,2,2,0.002,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,3,266,0.266,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,4,6,0.006,1000
cot_sft,cot,rev_util_grounding_specificity,44,3,5,86,0.086,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,2,1,0.001,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,3,55,0.055,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,4,8,0.008,1000
cot_sft,cot,rev_util_grounding_specificity,44,4,5,11,0.011,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,1,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,2,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,3,17,0.017,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,4,0,0.0,1000
cot_sft,cot,rev_util_grounding_specificity,44,5,5,392,0.392,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,1,34,0.034,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,2,10,0.01,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,1,25,0.025,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,2,90,0.09,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,3,37,0.037,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,invalid,1,0.001,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,2,15,0.015,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,3,382,0.382,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,4,59,0.059,1000
label_only_sft,label_only,rev_util_helpfulness,42,3,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,3,26,0.026,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,4,269,0.269,1000
label_only_sft,label_only,rev_util_helpfulness,42,4,5,5,0.005,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,4,17,0.017,1000
label_only_sft,label_only,rev_util_helpfulness,42,5,5,30,0.03,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,1,33,0.033,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,2,6,0.006,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,1,22,0.022,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,2,123,0.123,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,3,43,0.043,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,4,1,0.001,1000
label_only_sft,label_only,rev_util_helpfulness,43,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,2,9,0.009,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,3,338,0.338,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,4,58,0.058,1000
label_only_sft,label_only,rev_util_helpfulness,43,3,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,3,28,0.028,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,4,321,0.321,1000
label_only_sft,label_only,rev_util_helpfulness,43,4,5,2,0.002,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,4,6,0.006,1000
label_only_sft,label_only,rev_util_helpfulness,43,5,5,10,0.01,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,invalid,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,1,27,0.027,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,2,6,0.006,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,4,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,1,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,1,17,0.017,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,2,126,0.126,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,3,43,0.043,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,4,1,0.001,1000
label_only_sft,label_only,rev_util_helpfulness,44,2,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,invalid,1,0.001,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,2,10,0.01,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,3,350,0.35,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,4,58,0.058,1000
label_only_sft,label_only,rev_util_helpfulness,44,3,5,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,3,21,0.021,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,4,303,0.303,1000
label_only_sft,label_only,rev_util_helpfulness,44,4,5,14,0.014,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,invalid,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,1,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,2,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,3,0,0.0,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,4,6,0.006,1000
label_only_sft,label_only,rev_util_helpfulness,44,5,5,17,0.017,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,1,1,7,0.007,1000
cot_sft,cot,rev_util_helpfulness,42,1,2,3,0.003,1000
cot_sft,cot,rev_util_helpfulness,42,1,3,1,0.001,1000
cot_sft,cot,rev_util_helpfulness,42,1,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,1,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,2,1,29,0.029,1000
cot_sft,cot,rev_util_helpfulness,42,2,2,122,0.122,1000
cot_sft,cot,rev_util_helpfulness,42,2,3,42,0.042,1000
cot_sft,cot,rev_util_helpfulness,42,2,4,5,0.005,1000
cot_sft,cot,rev_util_helpfulness,42,2,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,3,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,3,2,53,0.053,1000
cot_sft,cot,rev_util_helpfulness,42,3,3,274,0.274,1000
cot_sft,cot,rev_util_helpfulness,42,3,4,113,0.113,1000
cot_sft,cot,rev_util_helpfulness,42,3,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,4,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,4,2,3,0.003,1000
cot_sft,cot,rev_util_helpfulness,42,4,3,53,0.053,1000
cot_sft,cot,rev_util_helpfulness,42,4,4,262,0.262,1000
cot_sft,cot,rev_util_helpfulness,42,4,5,4,0.004,1000
cot_sft,cot,rev_util_helpfulness,42,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,5,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,5,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,5,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,42,5,4,23,0.023,1000
cot_sft,cot,rev_util_helpfulness,42,5,5,6,0.006,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,1,1,8,0.008,1000
cot_sft,cot,rev_util_helpfulness,43,1,2,4,0.004,1000
cot_sft,cot,rev_util_helpfulness,43,1,3,1,0.001,1000
cot_sft,cot,rev_util_helpfulness,43,1,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,1,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,2,1,27,0.027,1000
cot_sft,cot,rev_util_helpfulness,43,2,2,130,0.13,1000
cot_sft,cot,rev_util_helpfulness,43,2,3,64,0.064,1000
cot_sft,cot,rev_util_helpfulness,43,2,4,11,0.011,1000
cot_sft,cot,rev_util_helpfulness,43,2,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,3,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,3,2,25,0.025,1000
cot_sft,cot,rev_util_helpfulness,43,3,3,249,0.249,1000
cot_sft,cot,rev_util_helpfulness,43,3,4,127,0.127,1000
cot_sft,cot,rev_util_helpfulness,43,3,5,1,0.001,1000
cot_sft,cot,rev_util_helpfulness,43,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,4,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,4,2,1,0.001,1000
cot_sft,cot,rev_util_helpfulness,43,4,3,48,0.048,1000
cot_sft,cot,rev_util_helpfulness,43,4,4,253,0.253,1000
cot_sft,cot,rev_util_helpfulness,43,4,5,3,0.003,1000
cot_sft,cot,rev_util_helpfulness,43,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,5,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,5,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,5,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,43,5,4,37,0.037,1000
cot_sft,cot,rev_util_helpfulness,43,5,5,11,0.011,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,invalid,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,1,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,1,1,5,0.005,1000
cot_sft,cot,rev_util_helpfulness,44,1,2,4,0.004,1000
cot_sft,cot,rev_util_helpfulness,44,1,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,1,4,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,1,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,2,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,2,1,30,0.03,1000
cot_sft,cot,rev_util_helpfulness,44,2,2,116,0.116,1000
cot_sft,cot,rev_util_helpfulness,44,2,3,44,0.044,1000
cot_sft,cot,rev_util_helpfulness,44,2,4,6,0.006,1000
cot_sft,cot,rev_util_helpfulness,44,2,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,3,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,3,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,3,2,40,0.04,1000
cot_sft,cot,rev_util_helpfulness,44,3,3,248,0.248,1000
cot_sft,cot,rev_util_helpfulness,44,3,4,79,0.079,1000
cot_sft,cot,rev_util_helpfulness,44,3,5,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,4,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,4,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,4,2,4,0.004,1000
cot_sft,cot,rev_util_helpfulness,44,4,3,89,0.089,1000
cot_sft,cot,rev_util_helpfulness,44,4,4,273,0.273,1000
cot_sft,cot,rev_util_helpfulness,44,4,5,2,0.002,1000
cot_sft,cot,rev_util_helpfulness,44,5,invalid,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,5,1,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,5,2,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,5,3,0,0.0,1000
cot_sft,cot,rev_util_helpfulness,44,5,4,51,0.051,1000
cot_sft,cot,rev_util_helpfulness,44,5,5,9,0.009,1000
label_only_sft,label_only,rev_util_verifiability,42,invalid,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,invalid,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,invalid,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,invalid,3,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,invalid,4,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,invalid,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,1,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,1,1,244,0.3096446700507614,788
label_only_sft,label_only,rev_util_verifiability,42,1,2,14,0.017766497461928935,788
label_only_sft,label_only,rev_util_verifiability,42,1,3,8,0.01015228426395939,788
label_only_sft,label_only,rev_util_verifiability,42,1,4,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,1,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,2,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,2,1,40,0.050761421319796954,788
label_only_sft,label_only,rev_util_verifiability,42,2,2,62,0.07868020304568528,788
label_only_sft,label_only,rev_util_verifiability,42,2,3,36,0.04568527918781726,788
label_only_sft,label_only,rev_util_verifiability,42,2,4,5,0.006345177664974619,788
label_only_sft,label_only,rev_util_verifiability,42,2,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,3,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,3,1,10,0.012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,42,3,2,40,0.050761421319796954,788
label_only_sft,label_only,rev_util_verifiability,42,3,3,154,0.19543147208121828,788
label_only_sft,label_only,rev_util_verifiability,42,3,4,32,0.04060913705583756,788
label_only_sft,label_only,rev_util_verifiability,42,3,5,2,0.0025380710659898475,788
label_only_sft,label_only,rev_util_verifiability,42,4,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,4,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,4,2,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,42,4,3,41,0.05203045685279188,788
label_only_sft,label_only,rev_util_verifiability,42,4,4,65,0.08248730964467005,788
label_only_sft,label_only,rev_util_verifiability,42,4,5,14,0.017766497461928935,788
label_only_sft,label_only,rev_util_verifiability,42,5,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,5,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,5,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,42,5,3,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,42,5,4,6,0.007614213197969543,788
label_only_sft,label_only,rev_util_verifiability,42,5,5,13,0.01649746192893401,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,3,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,4,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,invalid,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,1,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,1,1,243,0.3083756345177665,788
label_only_sft,label_only,rev_util_verifiability,43,1,2,14,0.017766497461928935,788
label_only_sft,label_only,rev_util_verifiability,43,1,3,13,0.01649746192893401,788
label_only_sft,label_only,rev_util_verifiability,43,1,4,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,1,5,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,43,2,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,2,1,54,0.06852791878172589,788
label_only_sft,label_only,rev_util_verifiability,43,2,2,71,0.0901015228426396,788
label_only_sft,label_only,rev_util_verifiability,43,2,3,39,0.04949238578680203,788
label_only_sft,label_only,rev_util_verifiability,43,2,4,2,0.0025380710659898475,788
label_only_sft,label_only,rev_util_verifiability,43,2,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,3,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,3,1,12,0.015228426395939087,788
label_only_sft,label_only,rev_util_verifiability,43,3,2,38,0.048223350253807105,788
label_only_sft,label_only,rev_util_verifiability,43,3,3,191,0.24238578680203046,788
label_only_sft,label_only,rev_util_verifiability,43,3,4,22,0.027918781725888325,788
label_only_sft,label_only,rev_util_verifiability,43,3,5,3,0.0038071065989847717,788
label_only_sft,label_only,rev_util_verifiability,43,4,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,4,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,4,2,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,43,4,3,19,0.024111675126903553,788
label_only_sft,label_only,rev_util_verifiability,43,4,4,42,0.0532994923857868,788
label_only_sft,label_only,rev_util_verifiability,43,4,5,13,0.01649746192893401,788
label_only_sft,label_only,rev_util_verifiability,43,5,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,5,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,5,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,5,3,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,43,5,4,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,43,5,5,9,0.011421319796954314,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,3,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,4,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,1,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,1,1,223,0.282994923857868,788
label_only_sft,label_only,rev_util_verifiability,44,1,2,18,0.02284263959390863,788
label_only_sft,label_only,rev_util_verifiability,44,1,3,6,0.007614213197969543,788
label_only_sft,label_only,rev_util_verifiability,44,1,4,2,0.0025380710659898475,788
label_only_sft,label_only,rev_util_verifiability,44,1,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,2,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,2,1,46,0.0583756345177665,788
label_only_sft,label_only,rev_util_verifiability,44,2,2,64,0.08121827411167512,788
label_only_sft,label_only,rev_util_verifiability,44,2,3,37,0.046954314720812185,788
label_only_sft,label_only,rev_util_verifiability,44,2,4,1,0.0012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,44,2,5,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,3,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,3,1,7,0.008883248730964468,788
label_only_sft,label_only,rev_util_verifiability,44,3,2,39,0.04949238578680203,788
label_only_sft,label_only,rev_util_verifiability,44,3,3,176,0.2233502538071066,788
label_only_sft,label_only,rev_util_verifiability,44,3,4,24,0.030456852791878174,788
label_only_sft,label_only,rev_util_verifiability,44,3,5,2,0.0025380710659898475,788
label_only_sft,label_only,rev_util_verifiability,44,4,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,4,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,4,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,4,3,46,0.0583756345177665,788
label_only_sft,label_only,rev_util_verifiability,44,4,4,64,0.08121827411167512,788
label_only_sft,label_only,rev_util_verifiability,44,4,5,13,0.01649746192893401,788
label_only_sft,label_only,rev_util_verifiability,44,5,invalid,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,5,1,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,5,2,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,5,3,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,5,4,6,0.007614213197969543,788
