pair,training_method,task,seed,from_category,to_category,count,rate,n
label_only_sft,label_only,rev_util_verifiability,44,adjacent_error,severe_error,33,0.04187817258883249,788
label_only_sft,label_only,rev_util_verifiability,44,adjacent_error,invalid_format,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,severe_error,correct,2,0.0025380710659898475,788
label_only_sft,label_only,rev_util_verifiability,44,severe_error,adjacent_error,10,0.012690355329949238,788
label_only_sft,label_only,rev_util_verifiability,44,severe_error,severe_error,43,0.05456852791878172,788
label_only_sft,label_only,rev_util_verifiability,44,severe_error,invalid_format,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid_format,correct,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid_format,adjacent_error,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid_format,severe_error,0,0.0,788
label_only_sft,label_only,rev_util_verifiability,44,invalid_format,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,correct,correct,199,0.25253807106598986,788
cot_sft,cot,rev_util_verifiability,42,correct,adjacent_error,119,0.15101522842639595,788
cot_sft,cot,rev_util_verifiability,42,correct,severe_error,15,0.01903553299492386,788
cot_sft,cot,rev_util_verifiability,42,correct,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,adjacent_error,correct,200,0.25380710659898476,788
cot_sft,cot,rev_util_verifiability,42,adjacent_error,adjacent_error,142,0.1802030456852792,788
cot_sft,cot,rev_util_verifiability,42,adjacent_error,severe_error,79,0.10025380710659898,788
cot_sft,cot,rev_util_verifiability,42,adjacent_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,severe_error,correct,2,0.0025380710659898475,788
cot_sft,cot,rev_util_verifiability,42,severe_error,adjacent_error,14,0.017766497461928935,788
cot_sft,cot,rev_util_verifiability,42,severe_error,severe_error,18,0.02284263959390863,788
cot_sft,cot,rev_util_verifiability,42,severe_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid_format,correct,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid_format,adjacent_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid_format,severe_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid_format,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,correct,correct,253,0.3210659898477157,788
cot_sft,cot,rev_util_verifiability,43,correct,adjacent_error,107,0.13578680203045684,788
cot_sft,cot,rev_util_verifiability,43,correct,severe_error,9,0.011421319796954314,788
cot_sft,cot,rev_util_verifiability,43,correct,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,adjacent_error,correct,146,0.18527918781725888,788
cot_sft,cot,rev_util_verifiability,43,adjacent_error,adjacent_error,160,0.20304568527918782,788
cot_sft,cot,rev_util_verifiability,43,adjacent_error,severe_error,76,0.09644670050761421,788
cot_sft,cot,rev_util_verifiability,43,adjacent_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,severe_error,correct,1,0.0012690355329949238,788
cot_sft,cot,rev_util_verifiability,43,severe_error,adjacent_error,14,0.017766497461928935,788
cot_sft,cot,rev_util_verifiability,43,severe_error,severe_error,22,0.027918781725888325,788
cot_sft,cot,rev_util_verifiability,43,severe_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid_format,correct,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid_format,adjacent_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid_format,severe_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid_format,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,correct,correct,249,0.315989847715736,788
cot_sft,cot,rev_util_verifiability,44,correct,adjacent_error,103,0.13071065989847716,788
cot_sft,cot,rev_util_verifiability,44,correct,severe_error,12,0.015228426395939087,788
cot_sft,cot,rev_util_verifiability,44,correct,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,adjacent_error,correct,155,0.1967005076142132,788
cot_sft,cot,rev_util_verifiability,44,adjacent_error,adjacent_error,158,0.20050761421319796,788
cot_sft,cot,rev_util_verifiability,44,adjacent_error,severe_error,71,0.0901015228426396,788
cot_sft,cot,rev_util_verifiability,44,adjacent_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,severe_error,correct,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,44,severe_error,adjacent_error,15,0.01903553299492386,788
cot_sft,cot,rev_util_verifiability,44,severe_error,severe_error,21,0.0266497461928934,788
cot_sft,cot,rev_util_verifiability,44,severe_error,invalid_format,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid_format,correct,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid_format,adjacent_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid_format,severe_error,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid_format,invalid_format,0,0.0,788
